run_id,time_s,robot_id,step_index,center_error_cm,heading_correction_deg
1,11.309499740600586,2,0,0.1014440759056298,-1.015698426742233
1,15.149133205413818,2,1,0.7126194430376699,2.9705677021873953
1,15.150298118591309,1,1,1.8349275172020274,-9.20811950082475
1,19.127013206481934,2,2,7.441908186537031,-2.622615199904544
1,19.127013206481934,1,2,0.4575355572556511,5.410963840932396
1,19.127013206481934,3,2,0.8682861734706934,-5.224304269153663
1,23.100220918655396,2,3,2.3354328993894,-4.894601613258374
1,23.1012544631958,1,3,0.7346803868857487,1.482091777715425
1,23.1012544631958,3,3,0.7063012296338795,0.15374215226984234
1,31.759871006011963,2,1,1.508687409118561,8.398906864404637
1,31.759871006011963,1,1,0.26429246448746896,5.227240044958762
1,36.35013031959534,2,0,2.349861207073183,5.194318311167962
1,36.35013031959534,1,0,0.38745876228502835,-3.157500358408697
1,41.71878504753113,2,0,5.652280578168716,3.738499024156482
1,41.72109794616699,3,0,2.8171591523878496,-23.978870370772597
1,45.71134948730469,2,1,2.505587011562851,-0.678376063593447
1,54.366379737854004,2,1,1.7725450907799256,27.978960670827973
1,54.36754298210144,3,1,1.3285843573062115,-6.515853358499612
1,63.81507182121277,2,0,0.3912206452905989,7.350181793154093
1,69.14269351959229,2,0,0.7751097994293598,4.549057880536452
1,73.02945137023926,2,1,1.6237973755504858,-0.7605472881953119
1,73.03277802467346,3,1,0.7882934051312632,3.1567446759947586
1,77.97321057319641,3,0,0.9122939149827807,-4.330628452884639
1,82.08562064170837,2,1,1.5392221673431423,8.977973199324708
1,82.08562064170837,1,1,0.4948399906875561,-0.7542237296486292
1,82.08707618713379,3,1,1.3662477732716922,-5.418068657666026
1,86.13837885856628,1,2,0.6223106460858908,2.3961250746190785
1,95.25708198547363,2,1,3.843797415193035,4.883285996936394
1,95.25758934020996,1,1,0.3452550444681921,2.0301779523454684
1,99.95252871513367,2,0,3.5947333224960216,0.14047439528854966
1,103.51540064811707,1,1,0.5640103027158743,5.697286835355726
1,103.51540064811707,3,1,2.8976432032613197,-18.437836674841265
1,111.43864440917969,1,1,0.2914746342072122,1.31345240554856
1,114.88345050811768,2,2,3.115043516858882,-2.047471289174041
1,114.88602089881897,3,2,2.8976432032613197,-18.709579928464564
1,119.62792706489563,2,0,3.708593885375694,-5.668415053978265
1,119.62893772125244,3,0,1.5064268420462865,-0.1668627906956317
1,124.42726159095764,3,0,0.055746767306349185,6.438836656804369
1,127.85740828514099,1,1,0.6020135158335265,0.9790246983286863
1,135.91525959968567,1,1,0.5521937497746205,1.1969694738883447
1,140.02259588241577,3,0,0.4472484846963129,7.575024840985009
